Component,Component,Test Case,TC Identifier,Test Type,Estimated Duration (min),Priority,Pass/Fail,LPS Ticket,Tester,Date,Test Name,Test Steps
Rolling Restarts,,Update of an existing plugin/module without database changes,2d,Manual,45,3,,,,,https://issues.liferay.com/browse/LRQA-43000,"1. Start a cluster of 3 Liferay Servers - referred to as cluster1, cluster2, and cluster3.
   1. Start all servers on DXP GA1 + latest FP.
   2. Verify clustering is working on all 3 servers.
2. Take down cluster2 and update a plugin that doesn’t cause database changes.
3. Restart cluster2 and assert the following:
   1. Test clustering still works between cluster2 and cluster1/cluster3 .
      1. Add portlet/content on cluster2 and assert it shows up in cluster1/cluster3.
   2. Assert new portlet only exists on cluster2 and not on cluster1/cluster3.
4. Take down cluster1 and update a plugin that doesn’t cause database changes.
5. Restart cluster1 and assert the following:
   1. Test clustering still works between cluster1 and cluster2/cluster3 .
      1. Add portlet/content on cluster1 and assert it shows up in cluster2/cluster3.
   2. Assert new portlet exists on on cluster/1cluster2 and not on cluster 3.
6. Take down cluster3 and update a plugin that doesn’t cause database changes.
7. Restart cluster3 and assert the following:
   1. Test clustering still works between cluster1, cluster2, and cluster3.
      1. Add portlet/content on cluster3 and assert it shows up in cluster1/cluster2.
   2. Assert new portlet exists on cluster1, cluster2, and cluster3."
Rolling Restarts,,Disable bundle (LRQA-29773),2e,Manual,60,5,,,,,https://issues.liferay.com/browse/LRQA-43001,"1. Start a cluster of 2 Liferay Servers, referred to as cluster1 and cluster2.
   1. Start all servers on DXP GA1.
   2. Verify clustering is working on both servers.
2. Enable OpenID via System Settings
3. Assert that OpenID login is available in login iframe for cluster1 and cluster2
4. Deactivate Liferay Portal Security SSO OpenID in cluster1's App Manager
5. Assert that OpenID login is available in login iframe for cluster2 but not cluster1
6. Start 3rd node of cluster, referred to as cluster3
7. Assert that OpenID is enabled in System Settings and OpenID login is available in login iframe for cluster3
8. Deactivate Liferay Portal Security SSO OpenID in cluster3's App Manager
9. Assert that there were no console errors during these steps
10. Assert that CRUD operations still work on all nodes"
Rolling Restarts,,Test Group 3 - Configurations,,,,,,,,,,
Rolling Restarts,,Modified portal.properties,3a,Functional,45,3,,,,,RollingRestartEE#UpdatePortalPropertiesWithMultipleClusters,"1. Start a cluster of 3 Liferay servers - referred to as cluster1, cluster2, and cluster3.
   1. Start all servers on DXP GA1.
   2. Verify clustering is working on all 3 servers.
2. Take down cluster2 and update portal-ext.properties.
3. Restart cluster2 and assert the following:
   1. Test clustering still works between cluster2 and cluster1/cluster3 .
      1. Add portlet/content on cluster2 and assert it shows up in cluster1/cluster3.
4. Take down cluster1 and update with the same portal-ext.properties.
5. Restart cluster1 and assert the following:
   1. Test clustering still works between cluster1 and cluster2/cluster3 .
      1. Add portlet/content on cluster1 and assert it shows up in cluster2/cluster3.
6. Take down cluster3 and update with the same portal-ext.properties.
7. Restart cluster3 and assert the following:
   1. Test clustering still works between cluster1, cluster2, and cluster3.
      1. Add portlet/content on cluster3 and assert it shows up in cluster1/cluster2."
Rolling Restarts,,Test Group 4 - Changes to Application Servers/JVM,,,,,,,,,,
Rolling Restarts,,Update Java version (LRQA-29639),4a,Manual,30,3,,,,,https://issues.liferay.com/browse/LRQA-43009,"1. Start a cluster of 2 Liferay Servers using the same JDK minor version.
   1. Start all servers on DXP GA1 + latest FP
   2. Verify clustering is working on both servers.
2. Start 3rd cluster node using a different JDK minor version.
   1. Start server on DXP GA1 + latest FP
   2. Verify clustering is working on all servers."
Rolling Restarts,,Test Group 5 - Blue Green Deployment,,,,,,,,,,
Rolling Restarts,,Changes to classes that implement serializable (LRQA-30048),5a,Manual,60,4,,,,,https://issues.liferay.com/browse/LRQA-43010,1. DXP 7.0 FP8 updates a clustering class that implements serializable 
Rolling Restarts,,Test Group 6 - Elasticsearch,,,,,,,,,,
Rolling Restarts,,Remote Elasticsearch + X-Pack (LRQA-29769),6a,Functional,-,5,,,,,RollingRestartEE#InstallFixPackWithMultipleClusters,"1. Start a cluster of 3 Liferay Servers connect them to standalone Elasticsearch cluster.
   1. Start all servers on DXP GA1.
   2. Verify clustering is working on both servers.
2. Add assets
3. Shutdown Liferay cluster
4. Deploy X-Pack
5. Start cluster of 3 Liferay Servers
6. Verify basic portal functionality
7. Verify that search indices are still there
8. Verify X-Pack functionality"
Scheduler,Scheduler,,,,,,,,,,,
Scheduler,,Test Group 1 - Basic Configuration Properties,,,,,,,,,,
Scheduler,,Properties not verified,1a,Unit,-,4,,,,,SchedulerHelperPropertiesVerifyProcessTest#testNoVerify,"1. Set scheduler helper properties verify process to empty collections
1. auditSchedulerJobEnabled
2. Configure scheduler helper properties
3. Get configuration properties
4. Assert no properties should have been verified"
Scheduler,,Properties verified,1b,Unit,-,4,,,,,SchedulerHelperPropertiesVerifyProcessTest#testVerify,"1. Set scheduler helper properties verify process to true
1. auditSchedulerJobEnabled
2. Configure scheduler helper properties
3. Get configuration properties
4. Assert properties have been verified
5. Assert scheduler job is enabled"
Scheduler,,Disabled scheduler in the portal-ext.properties,1c,Manual,,3,,,,,,"1. To disable all scheduler classes defined in  liferay-portlet.xml. 
1. Set scheduler.enabled to false in portal-ext.properties. (To ensure a scheduler consistent behaviour, this property must have the same value among all the nodes of the cluster)
2. Assert all scheduler classes are disabled for all cluster nodes "
Scheduler,,Set maximum length in the portal-ext.properties to override the default settings,1d,Manual,,3,,,,,,"1. Set length of description, group name, and job name
1. scheduler.description.max.length=
2. scheduler.group.name.max.length=
3. scheduler.job.name.max.length=
2. Assert maximum length for description, group name, and job name"
Scheduler,,Set scheduler timeout in the portal-ext.properties,1e,Manual,,3,,,,,,"1. Enable scheduler timeout property
1. scheduler.event.message.listener.lock.timeout=
2. Assert scheduler is successfully timeout"
Scheduler,,Changeable memory scheduler quartz properties,1f,Manual,,3,,,,,,"1. To override memory scheduler default settings, change the following in the portal-ext.properties
1. memory.scheduler.org.quartz.scheduler.instanceId=AUTO
2. memory.scheduler.org.quartz.scheduler.instanceName=MemoryQuartzSchedulerEngineInstance
3. memory.scheduler.org.quartz.scheduler.jobFactory.class=org.quartz.simpl.PropertySettingJobFactory
4. memory.scheduler.org.quartz.threadPool.class=org.quartz.simpl.SimpleThreadPool
5. memory.scheduler.org.quartz.threadPool.threadCount=5
6. memory.scheduler.org.quartz.threadPool.threadPriority=5
2. Verify scheduler works after the default properties setting is changed"
Scheduler,,Memory Scheduler quartz property requires class extension,1g,Manual,,3,,,,,,"1. Extend class property to override or change this property
1. memory.scheduler.org.quartz.jobStore.class=org.quartz.simpl.RAMJobStore
2. Verify memory scheduler works after changes

"
Scheduler,,Persistent scheduler quartz properties require classes extension to modify,1h,Manual,,3,,,,,,"1. Extend each property class to override or change the following properties
1. persisted.scheduler.org.quartz.dataSource.ds.connectionProvider.class=com.liferay.portal.scheduler.quartz.internal.QuartzConnectionProvider
2. persisted.scheduler.org.quartz.jobStore.class=com.liferay.portal.scheduler.quartz.internal.PortalJobStore
3. persisted.scheduler.org.quartz.jobStore.dataSource=ds
2. Verify persisted scheduler works after changes"
Scheduler,,Persistent scheduler quartz properties require change in database,1i,Manual,,3,,,,,,"1. Modify database tables with ""QUARTZ_"" prefix to a new prefix ""NEW_""
2. Modify this prefix property with new prefix
1. persisted.scheduler.org.quartz.jobStore.tablePrefix=NEW_ 
3. Verify persisted scheduler works after changes

"
Scheduler,,Test Group 2 - Basic Functions (CRUD),,,,,,,,,,
Scheduler,,Delete the single and group jobs from the scheduler,2a,Unit,-,5,,,,,QuartzSchedulerEngineTest#testdelete1,"1. Identify the job or group you prefer to delete 
2. Delete the job and any associated triggers
3. Return true if the job was found and deleted
4. Otherwise return false if one or more jobs were not deleted"
Scheduler,,Initialize job state,2b,Unit,-,5,,,,,QuartzSchedulerEngineTest#testInitJobState,"1. Get scheduled jobs from the scheduler
2. Scheduler response returns default job number
3. Add the job given to the scheduler without trigger
4. Get scheduled job from the scheduler
5. Scheduler response returns default job number + 1
6. Initialize job state from scheduler engine
7. Get scheduled jobs from the scheduler
8. Scheduler response returns default job number"
Scheduler,,Pause and resume the scheduled jobs,2c,Unit,-,4,,,,,QuartzSchedulerEngineTest#testPauseAndResume1,"1. Get scheduled jobs from the scheduler
2. Scheduler response returns trigger state is normal
3. Pause job from the scheduler engine
4. Get the scheduled job from scheduler response
5. Scheduler response returns trigger state is paused
6. Resume job from the scheduler engine
7. Get the scheduled job from scheduler response
8. Scheduler response returns trigger state is normal"
Scheduler,,Schedule the jobs,2d,Unit,-,5,,,,,QuartzSchedulerEngineTest#testSchedule1,"1. Get scheduled jobs from the scheduler
2. Assert scheduler response returns default job number
3. Create trigger from the quartz trigger factory
4. Schedule job from the scheduler engine
5. Get scheduled jobs from the scheduler
6. Assert scheduler response returns default job number + 1"
Scheduler,,Suppress error from the scheduler,2e,Unit,-,3,,,,,QuartzSchedulerEngineTest#testSuppressError,"1. Get scheduled jobs from the scheduler
2. Get message from scheduler engine job state
3. Confirm jobState.getExceptions is not returning null
4. Suppress error from the scheduler engine
5. Get scheduled jobs from the scheduler
6. Get message from scheduler engine job state
7. Confirm jobState.getExceptions is returning null"
Scheduler,,Unschedule memory and persistent jobs,2f,Unit,-,5,,,,,QuartzSchedulerEngineTest#testUnschedule1,"1. Get scheduled jobs from the scheduler
2. All jobs and indicated triggers state are normal
3. Unschedule memory and persisted jobs from the scheduler engine
4. All jobs and the indicated Triggers state are removed from the scheduler"
Scheduler,,Update schedule,2g,Unit,-,5,,,,,QuartzSchedulerEngineTest#testUpdate1,"1. Get scheduled jobs from the scheduler
2. Create trigger
3. Update trigger from the scheduler engine
4. Existing triggers are updated based on the new trigger"
Scheduler,,"Test Group 3 - Basic trigger configuration (Interval, cron, timezone)",,,,,,,,,,
Scheduler,,Trigger daily schedule every two days,3a,Unit,-,,,,,,QuartzTriggerFactoryTest#testDailyEveryTwoDaysTrigger,"1. Schedule a job to be executed every 2 days

"
Scheduler,,Trigger daily schedule every weekday,3b,Unit,-,,,,,,QuartzTriggerFactoryTest#testDailyEveryWeekdayTrigger,1. Schedule a job to be executed every day
Scheduler,,Trigger monthly schedule on day 12 of every two months,3c,Unit,-,,,,,,QuartzTriggerFactoryTest#testMonthlyDay12OfEveryTwoMonthsTrigger,1. Schedule a job to be executed on day 12 of every 2 months
Scheduler,,Trigger monthly schedule on third tuesday of every three months,3d,Unit,-,,,,,,QuartzTriggerFactoryTest#testMonthlyThirdTuesdayOfEveryThreeMonthsTrigger,"1. Schedule a job to be executed on 3rd Tuesday of every 3 months

"
Scheduler,,Trigger weekly schedule every sunday,3e,Unit,-,,,,,,QuartzTriggerFactoryTest#testWeeklyEverySundayTrigger,1. Schedule a job to be executed every week on Sunday
Scheduler,,Trigger weekly schedule on monday and wednesday,3f,Unit,-,,,,,,QuartzTriggerFactoryTest#testWeeklyMondayAndWednesdayTrigger,"1. Schedule a job to be executed every week on Monday and Wednesday

"
Scheduler,,Trigger yearly schedule every two years on january 12,3g,Unit,-,,,,,,QuartzTriggerFactoryTest#testYearlyEveryTwoYearsJanuary12Trigger,1. Schedule a job to be executed every 2 years on January 12.
Scheduler,,Trigger yearly schedule every two years on the third Sunday of March,3h,Unit,-,,,,,,QuartzTriggerFactoryTest#testYearlyEveryTwoYearsThirdSundayOfMarchTrigger,1. Schedule a job to be executed every 2 years on the 3rd Sunday of March
Scheduler,,Trigger schedule with PDT,3i,Manual,,5,,,,,,"1. Schedule a job to be executed every day at 2pm Pacific Daylight Time
2. Assert trigger at correct time"
Scheduler,,Trigger schedule on UTC,3j,Manual,,4,,,,,,"1. Schedule a job to be executed every Sunday at 3am Coordinated Universal Time
2. Assert trigger at correct time"
Scheduler,,Test Group 4 - Delete Cluster Schedule Jobs (memory clustered and persistence),,,,,,,,,,
Scheduler,,Delete memory clustered jobs on master,4a,Unit,-,5,,,,,ClusterSchedulerEngineTest#testDeleteOnMaster,"1. Reset mock cluster master executor (master: true, memoryClusterJobs: 0, persistentJobs: 0)
2. Reset jobs mock scheduler engine (memoryClusterJobs: 4, persistentJobs: 4)
3. Start cluster scheduler engine
4. Get scheduled jobs from cluster scheduler engine
5. Delete memory clustered jobs by job name and group name 
6. Assert  memory clustered jobs is empty"
Scheduler,,Delete persistent jobs on master,4b,Unit,-,5,,,,,ClusterSchedulerEngineTest#testDeleteOnMaster,"1. Repeat steps 4a(1 - 6)
2. Delete persisted jobs by job name and  group name 
3. Assert  memory clustered jobs is empty"
